8295	Foliage
1	0.5893037	-9.941176	0.5117807	0	23.99828	0	1	1	1	0	1	0
1	0.7850633	-9.941176	0.42813346	0	-160.69318	0	1	1	1	0	1	0
1	0.19266379	-9.948293	0.686355	0	158.45139	0	1	1	1	0.076054804	0.99655765	0.032992892
1	25.18732	-6.7647057	6.007837	0	6.0429163	0	1	1	1	0	1	0
1	25.598999	-6.7647057	6.002517	0	-33.29919	0	1	1	1	0	1	0
1	26.112188	-6.7647057	6.076364	0	-79.94402	0	1	1	1	0	1	0
1	28.323923	-6.7647057	6.252258	0	63.61332	0	1	1	1	0	1	0
1	25.025944	-6.7647057	6.538949	0	-98.42473	0	1	1	1	0	1	0
1	25.528519	-6.7647057	6.4768467	0	49.544846	0	1	1	1	0	1	0
1	26.147295	-6.7647057	6.5150795	0	115.201614	0	1	1	1	0	1	0
1	26.362284	-6.7647057	6.406943	0	22.418468	0	1	1	1	0	1	0
1	26.771143	-6.7647057	6.378211	0	95.02598	0	1	1	1	0	1	0
1	27.153236	-6.7647057	6.4817157	0	-168.91469	0	1	1	1	0	1	0
1	27.321253	-6.7647057	6.3630624	0	-41.39021	0	1	1	1	0	1	0
1	27.870575	-6.7647057	6.5805664	0	-150.47725	0	1	1	1	0	1	0
1	28.599419	-6.7647057	6.5539193	0	112.22186	0	1	1	1	0	1	0
1	28.803425	-6.7647057	6.3999057	0	-90.88664	0	1	1	1	0	1	0
1	23.806868	-6.7647057	7.001145	0	60.640972	0	1	1	1	0	1	0
1	25.430624	-6.7647057	6.6708317	0	135.6461	0	1	1	1	0	1	0
1	26.177114	-6.7647057	6.966591	0	-4.6410217	0	1	1	1	0	1	0
1	26.54362	-6.7647057	6.935308	0	104.24106	0	1	1	1	0	1	0
1	27.554644	-6.7647057	6.9961896	0	69.08486	0	1	1	1	0	1	0
1	28.05151	-6.7647057	6.8141055	0	22.911741	0	1	1	1	0	1	0
1	28.313137	-6.7647057	6.590456	0	-87.37654	0	1	1	1	0	1	0
1	28.689056	-6.7647057	6.7866287	0	17.029686	0	1	1	1	0	1	0
1	32.406406	-2.5294113	7.0275064	0	72.62185	0	1	1	1	0	1	0
1	23.236652	-6.7647057	7.1525216	0	-121.0547	0	1	1	1	0	1	0
1	24.15059	-6.7647057	7.2325726	0	139.46376	0	1	1	1	0	1	0
1	24.52759	-6.7647057	7.136584	0	125.11395	0	1	1	1	0	1	0
1	25.086153	-6.7647057	7.0907984	0	167.96065	0	1	1	1	0	1	0
